Date,Year,Month,Product_ID,Product_Name,Category,Store_ID,City,Units_Sold,Sales,Revenue,Discount,Promotion,Stock_Level,Profit
2019-07-21,2019,July,P101,Mobile,Electronics,S04,Bangalore,12,12,171000,5,No,82,17732
2024-05-10,2024,May,P103,Headphones,Accessories,S02,Madurai,6,6,15300,15,Yes,41,2691
2025-04-10,2025,April,P105,Camera,Electronics,S04,Bangalore,9,9,213750,5,Yes,88,60682
2020-11-28,2020,November,P101,Mobile,Electronics,S05,Hyderabad,12,12,162000,10,No,96,38534
2023-06-06,2023,June,P102,Laptop,Electronics,S03,Coimbatore,14,14,700000,0,Yes,51,107506
2025-06-26,2025,June,P101,Mobile,Electronics,S01,Chennai,11,11,156750,5,Yes,37,29813
2024-10-08,2024,October,P104,Smartwatch,Electronics,S03,Coimbatore,7,7,56000,20,Yes,78,10923
2024-04-21,2024,April,P101,Mobile,Electronics,S02,Madurai,1,1,13500,10,Yes,17,1719
2025-04-13,2025,April,P105,Camera,Electronics,S01,Chennai,18,18,382500,15,Yes,42,51556
2020-04-01,2020,April,P101,Mobile,Electronics,S04,Bangalore,17,17,242250,5,Yes,65,63726
2020-06-18,2020,June,P105,Camera,Electronics,S02,Madurai,16,16,400000,0,No,37,72179
2019-05-25,2019,May,P104,Smartwatch,Electronics,S03,Coimbatore,9,9,81000,10,Yes,29,15996
2020-06-06,2020,June,P102,Laptop,Electronics,S03,Coimbatore,5,5,225000,10,Yes,22,66007
2020-12-22,2020,December,P103,Headphones,Accessories,S04,Bangalore,12,12,28800,20,Yes,65,4503
2019-04-27,2019,April,P102,Laptop,Electronics,S03,Coimbatore,16,16,800000,0,No,51,194199
2020-02-29,2020,February,P102,Laptop,Electronics,S05,Hyderabad,11,11,467500,15,No,29,86878
2022-11-27,2022,November,P104,Smartwatch,Electronics,S02,Madurai,27,27,243000,10,Yes,32,50036
2019-11-03,2019,November,P105,Camera,Electronics,S03,Coimbatore,9,9,202500,10,No,37,22659
2019-06-13,2019,June,P102,Laptop,Electronics,S02,Madurai,5,5,225000,10,Yes,95,33552
2022-06-02,2022,June,P105,Camera,Electronics,S05,Hyderabad,9,9,225000,0,No,90,64681
2023-05-16,2023,May,P101,Mobile,Electronics,S01,Chennai,16,16,192000,20,No,53,33636
2023-09-25,2023,September,P103,Headphones,Accessories,S02,Madurai,2,2,6000,0,No,36,1070
2021-11-25,2021,November,P104,Smartwatch,Electronics,S01,Chennai,7,7,56000,20,No,89,16461
2024-01-15,2024,January,P101,Mobile,Electronics,S01,Chennai,5,5,60000,20,No,63,13144
2020-02-01,2020,February,P104,Smartwatch,Electronics,S04,Bangalore,10,10,90000,10,No,97,11580
2023-12-05,2023,December,P105,Camera,Electronics,S03,Coimbatore,28,28,700000,0,No,33,88429
2023-04-20,2023,April,P101,Mobile,Electronics,S05,Hyderabad,9,9,128250,5,No,94,14435
2025-04-10,2025,April,P101,Mobile,Electronics,S02,Madurai,4,4,54000,10,No,46,12709
2020-06-04,2020,June,P101,Mobile,Electronics,S04,Bangalore,14,14,168000,20,No,23,35477
2020-08-10,2020,August,P105,Camera,Electronics,S04,Bangalore,12,12,300000,0,Yes,11,33390
2024-08-21,2024,August,P105,Camera,Electronics,S01,Chennai,2,2,47500,5,Yes,61,5237
2019-10-15,2019,October,P105,Camera,Electronics,S04,Bangalore,12,12,285000,5,Yes,95,39233
2020-09-08,2020,September,P102,Laptop,Electronics,S05,Hyderabad,12,12,510000,15,No,93,141597
2021-06-09,2021,June,P103,Headphones,Accessories,S05,Hyderabad,6,6,15300,15,No,20,3541
2021-12-04,2021,December,P104,Smartwatch,Electronics,S02,Madurai,10,10,90000,10,Yes,81,15208
2025-10-28,2025,October,P101,Mobile,Electronics,S04,Bangalore,15,15,191250,15,Yes,21,40387
2025-04-02,2025,April,P105,Camera,Electronics,S02,Madurai,1,1,25000,0,Yes,35,7246
2023-01-02,2023,January,P101,Mobile,Electronics,S04,Bangalore,3,3,36000,20,No,26,4569
2022-05-18,2022,May,P102,Laptop,Electronics,S03,Coimbatore,10,10,475000,5,No,54,135381
2024-12-23,2024,December,P102,Laptop,Electronics,S01,Chennai,19,19,855000,10,Yes,62,202353
2022-01-29,2022,January,P104,Smartwatch,Electronics,S01,Chennai,10,10,90000,10,No,49,13306
2020-12-09,2020,December,P103,Headphones,Accessories,S04,Bangalore,6,6,14400,20,No,98,4268
2025-05-14,2025,May,P105,Camera,Electronics,S01,Chennai,19,19,380000,20,Yes,49,54656
2024-11-23,2024,November,P105,Camera,Electronics,S02,Madurai,24,24,540000,10,Yes,95,67540
2019-02-19,2019,February,P104,Smartwatch,Electronics,S05,Hyderabad,4,4,34000,15,No,34,8316
2021-03-15,2021,March,P104,Smartwatch,Electronics,S04,Bangalore,8,8,64000,20,Yes,43,12571
2021-07-31,2021,July,P103,Headphones,Accessories,S03,Coimbatore,14,14,35700,15,No,49,5561
2020-09-12,2020,September,P102,Laptop,Electronics,S03,Coimbatore,4,4,170000,15,No,33,43046
2022-12-05,2022,December,P101,Mobile,Electronics,S01,Chennai,7,7,105000,0,No,99,25259
2024-07-28,2024,July,P101,Mobile,Electronics,S05,Hyderabad,19,19,285000,0,Yes,64,57571
2024-04-20,2024,April,P101,Mobile,Electronics,S05,Hyderabad,15,15,202500,10,Yes,15,36509
2022-09-26,2022,September,P105,Camera,Electronics,S02,Madurai,11,11,275000,0,No,46,54552
2024-08-22,2024,August,P102,Laptop,Electronics,S01,Chennai,2,2,100000,0,No,40,16341
2022-04-17,2022,April,P104,Smartwatch,Electronics,S05,Hyderabad,4,4,36000,10,Yes,86,7058
2020-06-27,2020,June,P103,Headphones,Accessories,S01,Chennai,19,19,48450,15,No,54,6959
2024-05-29,2024,May,P105,Camera,Electronics,S04,Bangalore,17,17,425000,0,Yes,40,50862
2019-10-20,2019,October,P103,Headphones,Accessories,S04,Bangalore,1,1,2400,20,No,56,402
2020-12-17,2020,December,P101,Mobile,Electronics,S04,Bangalore,25,25,300000,20,No,69,36974
2025-11-14,2025,November,P104,Smartwatch,Electronics,S05,Hyderabad,12,12,96000,20,Yes,71,27545
2020-02-22,2020,February,P105,Camera,Electronics,S03,Coimbatore,17,17,361250,15,No,52,76045
2023-05-15,2023,May,P101,Mobile,Electronics,S04,Bangalore,13,13,195000,0,No,15,40538
2023-11-18,2023,November,P101,Mobile,Electronics,S02,Madurai,12,12,162000,10,No,67,22418
2025-10-11,2025,October,P105,Camera,Electronics,S03,Coimbatore,1,1,23750,5,No,21,6918
2025-12-22,2025,December,P103,Headphones,Accessories,S02,Madurai,13,13,39000,0,Yes,28,6441
2024-02-15,2024,February,P102,Laptop,Electronics,S04,Bangalore,3,3,135000,10,Yes,21,19733
2025-12-25,2025,December,P102,Laptop,Electronics,S05,Hyderabad,28,28,1120000,20,Yes,84,310668
2025-08-25,2025,August,P103,Headphones,Accessories,S05,Hyderabad,15,15,38250,15,No,30,7943
2021-09-22,2021,September,P102,Laptop,Electronics,S05,Hyderabad,10,10,450000,10,Yes,65,79427
2024-07-17,2024,July,P105,Camera,Electronics,S03,Coimbatore,10,10,212500,15,No,42,43704
2024-10-31,2024,October,P102,Laptop,Electronics,S05,Hyderabad,16,16,720000,10,No,45,191235
2020-04-03,2020,April,P101,Mobile,Electronics,S01,Chennai,13,13,175500,10,No,94,29351
2024-03-02,2024,March,P105,Camera,Electronics,S01,Chennai,4,4,85000,15,No,14,16973
2022-11-30,2022,November,P103,Headphones,Accessories,S05,Hyderabad,10,10,24000,20,No,28,4684
2021-01-10,2021,January,P101,Mobile,Electronics,S05,Hyderabad,9,9,128250,5,Yes,84,30238
2022-08-21,2022,August,P103,Headphones,Accessories,S02,Madurai,8,8,20400,15,No,84,5935
2024-06-05,2024,June,P102,Laptop,Electronics,S05,Hyderabad,1,1,42500,15,No,74,5646
2019-07-19,2019,July,P105,Camera,Electronics,S01,Chennai,10,10,200000,20,No,71,31702
2023-09-29,2023,September,P104,Smartwatch,Electronics,S05,Hyderabad,11,11,88000,20,No,72,25285
2025-05-31,2025,May,P105,Camera,Electronics,S01,Chennai,6,6,120000,20,No,79,20518
2020-01-18,2020,January,P105,Camera,Electronics,S03,Coimbatore,10,10,225000,10,No,92,59800
2020-10-01,2020,October,P103,Headphones,Accessories,S05,Hyderabad,17,17,51000,0,No,39,9621
2025-12-23,2025,December,P101,Mobile,Electronics,S04,Bangalore,15,15,191250,15,No,43,35205
2024-02-04,2024,February,P104,Smartwatch,Electronics,S01,Chennai,4,4,34000,15,No,74,5873
2020-07-01,2020,July,P105,Camera,Electronics,S05,Hyderabad,5,5,106250,15,Yes,37,25676
2025-07-26,2025,July,P105,Camera,Electronics,S01,Chennai,18,18,450000,0,Yes,51,124459
2021-09-06,2021,September,P101,Mobile,Electronics,S05,Hyderabad,6,6,76500,15,No,49,9657
2021-05-26,2021,May,P101,Mobile,Electronics,S01,Chennai,17,17,216750,15,No,71,23385
2024-01-19,2024,January,P104,Smartwatch,Electronics,S01,Chennai,2,2,19000,5,Yes,68,2753
2025-07-06,2025,July,P102,Laptop,Electronics,S05,Hyderabad,17,17,807500,5,No,40,173263
2023-07-19,2023,July,P103,Headphones,Accessories,S03,Coimbatore,4,4,11400,5,Yes,82,2329
2019-02-13,2019,February,P103,Headphones,Accessories,S02,Madurai,8,8,20400,15,No,37,2800
2021-04-14,2021,April,P103,Headphones,Accessories,S02,Madurai,12,12,28800,20,No,73,6557
2020-02-20,2020,February,P101,Mobile,Electronics,S05,Hyderabad,9,9,121500,10,No,11,33553
2020-06-14,2020,June,P104,Smartwatch,Electronics,S02,Madurai,17,17,161500,5,Yes,55,21702
2020-01-07,2020,January,P102,Laptop,Electronics,S03,Coimbatore,1,1,40000,20,No,68,9118
2020-09-02,2020,September,P101,Mobile,Electronics,S05,Hyderabad,10,10,142500,5,Yes,99,35606
2020-02-14,2020,February,P103,Headphones,Accessories,S03,Coimbatore,4,4,9600,20,No,39,1519
2025-10-15,2025,October,P104,Smartwatch,Electronics,S01,Chennai,10,10,90000,10,Yes,69,15708
2022-04-05,2022,April,P104,Smartwatch,Electronics,S02,Madurai,15,15,127500,15,No,90,14419
2019-03-27,2019,March,P105,Camera,Electronics,S04,Bangalore,5,5,118750,5,No,90,32801
2022-08-04,2022,August,P102,Laptop,Electronics,S03,Coimbatore,7,7,315000,10,Yes,83,72436
2024-02-25,2024,February,P101,Mobile,Electronics,S05,Hyderabad,14,14,210000,0,Yes,56,26271
2025-07-11,2025,July,P102,Laptop,Electronics,S02,Madurai,2,2,95000,5,Yes,58,27068
2025-01-31,2025,January,P104,Smartwatch,Electronics,S04,Bangalore,9,9,90000,0,Yes,37,18597
2025-02-17,2025,February,P101,Mobile,Electronics,S04,Bangalore,13,13,185250,5,No,73,44023
2019-10-16,2019,October,P105,Camera,Electronics,S02,Madurai,2,2,47500,5,No,92,7513
2023-11-28,2023,November,P103,Headphones,Accessories,S03,Coimbatore,4,4,11400,5,No,50,2730
2025-08-29,2025,August,P101,Mobile,Electronics,S05,Hyderabad,14,14,199500,5,No,69,25201
2024-06-26,2024,June,P105,Camera,Electronics,S04,Bangalore,10,10,212500,15,Yes,57,34398
2024-09-21,2024,September,P101,Mobile,Electronics,S03,Coimbatore,10,10,120000,20,No,69,12038
2022-04-26,2022,April,P101,Mobile,Electronics,S02,Madurai,6,6,76500,15,Yes,43,15516
2024-03-04,2024,March,P102,Laptop,Electronics,S02,Madurai,1,1,50000,0,Yes,83,13307
2020-04-22,2020,April,P101,Mobile,Electronics,S01,Chennai,17,17,229500,10,Yes,67,60299
2022-05-17,2022,May,P103,Headphones,Accessories,S01,Chennai,10,10,24000,20,No,57,4032
2022-02-28,2022,February,P102,Laptop,Electronics,S01,Chennai,1,1,50000,0,Yes,50,8425
2021-12-09,2021,December,P102,Laptop,Electronics,S03,Coimbatore,6,6,285000,5,Yes,32,57765
2021-06-23,2021,June,P102,Laptop,Electronics,S04,Bangalore,7,7,280000,20,No,41,75289
2025-05-26,2025,May,P103,Headphones,Accessories,S01,Chennai,18,18,45900,15,Yes,23,7104
2020-01-13,2020,January,P103,Headphones,Accessories,S02,Madurai,6,6,17100,5,No,23,1728
2025-11-09,2025,November,P104,Smartwatch,Electronics,S04,Bangalore,6,6,51000,15,Yes,77,6732
2021-07-07,2021,July,P105,Camera,Electronics,S04,Bangalore,9,9,180000,20,No,97,53246
2021-02-04,2021,February,P103,Headphones,Accessories,S05,Hyderabad,19,19,45600,20,No,19,7756
2025-11-16,2025,November,P103,Headphones,Accessories,S01,Chennai,28,28,67200,20,Yes,39,9674
2020-06-21,2020,June,P104,Smartwatch,Electronics,S05,Hyderabad,17,17,161500,5,No,91,47837
2019-05-17,2019,May,P104,Smartwatch,Electronics,S01,Chennai,17,17,153000,10,Yes,34,24152
2024-02-14,2024,February,P104,Smartwatch,Electronics,S04,Bangalore,9,9,81000,10,No,45,17080
2021-07-20,2021,July,P103,Headphones,Accessories,S04,Bangalore,6,6,16200,10,No,21,3613
2024-04-04,2024,April,P103,Headphones,Accessories,S01,Chennai,9,9,25650,5,No,72,4368
2025-12-13,2025,December,P103,Headphones,Accessories,S04,Bangalore,3,3,8100,10,Yes,22,2143
2025-08-30,2025,August,P103,Headphones,Accessories,S04,Bangalore,11,11,26400,20,No,15,6670
2024-11-17,2024,November,P104,Smartwatch,Electronics,S01,Chennai,3,3,27000,10,No,35,6902
2020-10-09,2020,October,P102,Laptop,Electronics,S01,Chennai,15,15,712500,5,Yes,33,178708
2023-11-26,2023,November,P104,Smartwatch,Electronics,S01,Chennai,24,24,204000,15,No,49,27288
2023-08-12,2023,August,P101,Mobile,Electronics,S01,Chennai,12,12,144000,20,No,62,36330
2025-05-05,2025,May,P103,Headphones,Accessories,S04,Bangalore,16,16,48000,0,Yes,97,4827
2020-10-24,2020,October,P102,Laptop,Electronics,S01,Chennai,8,8,320000,20,Yes,25,87218
2022-10-24,2022,October,P101,Mobile,Electronics,S03,Coimbatore,14,14,199500,5,No,91,40351
2023-03-17,2023,March,P101,Mobile,Electronics,S01,Chennai,10,10,127500,15,No,31,34345
2025-06-08,2025,June,P105,Camera,Electronics,S02,Madurai,6,6,150000,0,No,39,32922
2020-09-30,2020,September,P105,Camera,Electronics,S01,Chennai,13,13,308750,5,No,58,64876
2019-11-10,2019,November,P105,Camera,Electronics,S05,Hyderabad,1,1,23750,5,Yes,21,4723
2021-03-25,2021,March,P105,Camera,Electronics,S04,Bangalore,10,10,237500,5,No,66,46091
2021-07-06,2021,July,P101,Mobile,Electronics,S02,Madurai,13,13,165750,15,Yes,22,19905
2020-01-17,2020,January,P101,Mobile,Electronics,S03,Coimbatore,6,6,90000,0,No,88,15548
2019-09-11,2019,September,P105,Camera,Electronics,S01,Chennai,15,15,318750,15,No,93,34278
2025-02-14,2025,February,P101,Mobile,Electronics,S02,Madurai,1,1,13500,10,No,54,3921
2023-03-23,2023,March,P102,Laptop,Electronics,S05,Hyderabad,11,11,495000,10,No,76,120334
2020-07-21,2020,July,P103,Headphones,Accessories,S04,Bangalore,1,1,2850,5,No,28,680
2020-08-24,2020,August,P101,Mobile,Electronics,S02,Madurai,9,9,108000,20,No,78,31571
2024-11-14,2024,November,P105,Camera,Electronics,S01,Chennai,18,18,382500,15,Yes,15,46824
2025-11-19,2025,November,P104,Smartwatch,Electronics,S02,Madurai,25,25,200000,20,No,11,32016
2021-02-09,2021,February,P105,Camera,Electronics,S02,Madurai,12,12,255000,15,No,31,42797
2024-08-30,2024,August,P102,Laptop,Electronics,S03,Coimbatore,4,4,190000,5,No,45,44036
2024-09-12,2024,September,P101,Mobile,Electronics,S04,Bangalore,18,18,243000,10,No,45,37798
2023-04-26,2023,April,P103,Headphones,Accessories,S01,Chennai,11,11,29700,10,No,95,4053
2019-04-30,2019,April,P104,Smartwatch,Electronics,S01,Chennai,5,5,42500,15,Yes,19,4676
2020-02-18,2020,February,P102,Laptop,Electronics,S02,Madurai,5,5,237500,5,No,31,61920
2021-02-19,2021,February,P104,Smartwatch,Electronics,S01,Chennai,12,12,96000,20,No,10,25443
2021-10-23,2021,October,P101,Mobile,Electronics,S03,Coimbatore,14,14,168000,20,No,19,25468
2020-10-12,2020,October,P105,Camera,Electronics,S01,Chennai,19,19,427500,10,Yes,16,67533
2020-12-20,2020,December,P105,Camera,Electronics,S01,Chennai,27,27,607500,10,No,72,130128
2021-01-11,2021,January,P104,Smartwatch,Electronics,S03,Coimbatore,7,7,59500,15,No,32,15039
2021-11-10,2021,November,P102,Laptop,Electronics,S01,Chennai,15,15,712500,5,No,25,201906
2019-11-18,2019,November,P101,Mobile,Electronics,S03,Coimbatore,13,13,165750,15,Yes,21,19341
2019-05-13,2019,May,P105,Camera,Electronics,S04,Bangalore,19,19,380000,20,Yes,21,102107
2021-10-27,2021,October,P105,Camera,Electronics,S04,Bangalore,14,14,350000,0,No,43,94036
2019-10-10,2019,October,P103,Headphones,Accessories,S05,Hyderabad,5,5,15000,0,No,63,2774
2019-10-23,2019,October,P101,Mobile,Electronics,S03,Coimbatore,12,12,144000,20,Yes,18,36898
2024-04-06,2024,April,P105,Camera,Electronics,S05,Hyderabad,10,10,237500,5,No,94,63917
2019-10-14,2019,October,P102,Laptop,Electronics,S04,Bangalore,6,6,240000,20,Yes,36,25836
2022-09-12,2022,September,P105,Camera,Electronics,S01,Chennai,16,16,340000,15,No,60,78724
2020-06-02,2020,June,P103,Headphones,Accessories,S04,Bangalore,3,3,8550,5,No,52,1130
2022-02-07,2022,February,P102,Laptop,Electronics,S01,Chennai,16,16,800000,0,No,18,215172
2024-08-21,2024,August,P103,Headphones,Accessories,S03,Coimbatore,10,10,28500,5,No,17,4578
2021-05-10,2021,May,P104,Smartwatch,Electronics,S01,Chennai,11,11,88000,20,No,19,12018
2021-03-26,2021,March,P101,Mobile,Electronics,S02,Madurai,8,8,102000,15,Yes,70,30366
2024-07-12,2024,July,P104,Smartwatch,Electronics,S03,Coimbatore,3,3,25500,15,No,64,5605
2019-05-06,2019,May,P102,Laptop,Electronics,S03,Coimbatore,19,19,807500,15,No,21,199279
2023-01-15,2023,January,P103,Headphones,Accessories,S04,Bangalore,14,14,42000,0,No,29,6925
2025-02-14,2025,February,P104,Smartwatch,Electronics,S02,Madurai,3,3,28500,5,No,46,7533
2024-03-09,2024,March,P103,Headphones,Accessories,S04,Bangalore,18,18,48600,10,No,91,5460
2022-07-31,2022,July,P101,Mobile,Electronics,S03,Coimbatore,13,13,175500,10,Yes,22,45488
2019-04-20,2019,April,P104,Smartwatch,Electronics,S01,Chennai,15,15,135000,10,No,10,40291
2022-04-11,2022,April,P102,Laptop,Electronics,S04,Bangalore,8,8,340000,15,Yes,11,78253
2025-08-22,2025,August,P104,Smartwatch,Electronics,S02,Madurai,3,3,27000,10,No,80,6970
2023-04-30,2023,April,P103,Headphones,Accessories,S04,Bangalore,15,15,42750,5,No,57,5708
2023-01-31,2023,January,P102,Laptop,Electronics,S02,Madurai,4,4,160000,20,Yes,12,46102
2024-04-07,2024,April,P104,Smartwatch,Electronics,S04,Bangalore,12,12,96000,20,No,80,16333
2022-08-31,2022,August,P103,Headphones,Accessories,S02,Madurai,2,2,5700,5,No,14,772
2023-12-28,2023,December,P101,Mobile,Electronics,S05,Hyderabad,9,9,128250,5,Yes,17,21512
2020-10-04,2020,October,P105,Camera,Electronics,S04,Bangalore,13,13,260000,20,No,55,47831
2023-12-06,2023,December,P105,Camera,Electronics,S01,Chennai,1,1,21250,15,No,60,2698
2023-12-26,2023,December,P102,Laptop,Electronics,S05,Hyderabad,24,24,1140000,5,No,92,210425
2022-08-08,2022,August,P104,Smartwatch,Electronics,S04,Bangalore,9,9,76500,15,No,45,18569
2020-02-21,2020,February,P103,Headphones,Accessories,S02,Madurai,10,10,28500,5,No,74,6954
2023-11-13,2023,November,P103,Headphones,Accessories,S04,Bangalore,15,15,40500,10,No,82,10369
2023-05-05,2023,May,P103,Headphones,Accessories,S01,Chennai,19,19,51300,10,No,94,10577
2024-05-05,2024,May,P103,Headphones,Accessories,S03,Coimbatore,19,19,45600,20,No,37,12270
2025-09-22,2025,September,P102,Laptop,Electronics,S02,Madurai,6,6,240000,20,Yes,56,54200
2025-12-09,2025,December,P105,Camera,Electronics,S04,Bangalore,12,12,270000,10,Yes,96,46365
2019-10-26,2019,October,P104,Smartwatch,Electronics,S02,Madurai,9,9,85500,5,Yes,77,23474
2025-02-12,2025,February,P105,Camera,Electronics,S03,Coimbatore,14,14,280000,20,Yes,96,38541
2020-10-29,2020,October,P102,Laptop,Electronics,S04,Bangalore,15,15,600000,20,Yes,12,73301
2020-08-04,2020,August,P101,Mobile,Electronics,S02,Madurai,3,3,38250,15,No,24,6162
2022-11-13,2022,November,P105,Camera,Electronics,S04,Bangalore,21,21,525000,0,Yes,63,77905
2022-07-27,2022,July,P105,Camera,Electronics,S04,Bangalore,16,16,320000,20,Yes,30,75953
2023-03-10,2023,March,P104,Smartwatch,Electronics,S01,Chennai,1,1,9500,5,Yes,16,1144
2022-12-09,2022,December,P105,Camera,Electronics,S03,Coimbatore,4,4,100000,0,Yes,91,29267
2022-06-15,2022,June,P105,Camera,Electronics,S05,Hyderabad,3,3,75000,0,No,17,18858
2025-02-13,2025,February,P101,Mobile,Electronics,S05,Hyderabad,16,16,240000,0,Yes,93,60101
2024-08-16,2024,August,P102,Laptop,Electronics,S03,Coimbatore,9,9,360000,20,Yes,10,55487
2023-03-02,2023,March,P104,Smartwatch,Electronics,S05,Hyderabad,15,15,142500,5,No,13,24936
2025-07-30,2025,July,P104,Smartwatch,Electronics,S01,Chennai,14,14,119000,15,No,32,17673
2022-05-21,2022,May,P102,Laptop,Electronics,S05,Hyderabad,13,13,585000,10,No,86,107944
2023-02-07,2023,February,P101,Mobile,Electronics,S01,Chennai,6,6,72000,20,Yes,12,9374
2023-10-30,2023,October,P102,Laptop,Electronics,S04,Bangalore,12,12,600000,0,No,50,132387
2019-11-06,2019,November,P102,Laptop,Electronics,S05,Hyderabad,13,13,617500,5,No,82,122289
2023-09-27,2023,September,P104,Smartwatch,Electronics,S05,Hyderabad,9,9,90000,0,Yes,22,20955
2024-12-25,2024,December,P104,Smartwatch,Electronics,S02,Madurai,16,16,152000,5,Yes,43,34061
2025-07-15,2025,July,P104,Smartwatch,Electronics,S04,Bangalore,14,14,119000,15,Yes,76,30331
2019-06-29,2019,June,P105,Camera,Electronics,S03,Coimbatore,16,16,360000,10,Yes,21,95823
2019-03-12,2019,March,P104,Smartwatch,Electronics,S05,Hyderabad,18,18,171000,5,Yes,64,28496
2024-10-19,2024,October,P102,Laptop,Electronics,S04,Bangalore,1,1,50000,0,No,65,5072
2025-08-26,2025,August,P102,Laptop,Electronics,S03,Coimbatore,1,1,47500,5,No,88,6227
2021-03-05,2021,March,P102,Laptop,Electronics,S05,Hyderabad,14,14,665000,5,No,70,161126
2025-01-17,2025,January,P104,Smartwatch,Electronics,S05,Hyderabad,18,18,180000,0,No,71,39121
2024-04-21,2024,April,P101,Mobile,Electronics,S01,Chennai,4,4,60000,0,Yes,51,8221
2022-03-30,2022,March,P101,Mobile,Electronics,S03,Coimbatore,6,6,90000,0,No,45,12312
2019-04-13,2019,April,P104,Smartwatch,Electronics,S05,Hyderabad,2,2,17000,15,Yes,78,3486
2023-09-30,2023,September,P104,Smartwatch,Electronics,S05,Hyderabad,12,12,120000,0,No,56,12686
2025-07-04,2025,July,P105,Camera,Electronics,S01,Chennai,6,6,127500,15,No,16,13279
2023-05-27,2023,May,P102,Laptop,Electronics,S01,Chennai,9,9,360000,20,No,35,80290
2021-12-18,2021,December,P101,Mobile,Electronics,S04,Bangalore,7,7,105000,0,Yes,52,26542
2022-08-08,2022,August,P103,Headphones,Accessories,S02,Madurai,18,18,54000,0,Yes,33,7938
2019-05-25,2019,May,P102,Laptop,Electronics,S02,Madurai,12,12,480000,20,No,75,60334
2023-06-26,2023,June,P104,Smartwatch,Electronics,S05,Hyderabad,14,14,140000,0,No,80,23629
2022-06-20,2022,June,P103,Headphones,Accessories,S02,Madurai,6,6,17100,5,Yes,57,2592
2019-01-20,2019,January,P101,Mobile,Electronics,S05,Hyderabad,4,4,48000,20,No,53,11862
2025-02-17,2025,February,P104,Smartwatch,Electronics,S05,Hyderabad,11,11,110000,0,No,86,15656
2025-05-14,2025,May,P104,Smartwatch,Electronics,S04,Bangalore,10,10,80000,20,Yes,80,19484
2020-10-30,2020,October,P104,Smartwatch,Electronics,S05,Hyderabad,7,7,59500,15,No,94,9377
2019-02-27,2019,February,P103,Headphones,Accessories,S03,Coimbatore,6,6,17100,5,Yes,94,2791
2024-03-27,2024,March,P102,Laptop,Electronics,S03,Coimbatore,13,13,617500,5,Yes,89,76359
2025-10-06,2025,October,P103,Headphones,Accessories,S04,Bangalore,17,17,43350,15,Yes,14,7028
2024-07-27,2024,July,P103,Headphones,Accessories,S03,Coimbatore,10,10,28500,5,No,84,2916
2025-10-11,2025,October,P104,Smartwatch,Electronics,S01,Chennai,10,10,90000,10,No,26,19609
2025-01-01,2025,January,P102,Laptop,Electronics,S02,Madurai,7,7,280000,20,Yes,26,73149
2022-02-01,2022,February,P103,Headphones,Accessories,S03,Coimbatore,7,7,16800,20,No,23,4567
2023-02-17,2023,February,P104,Smartwatch,Electronics,S05,Hyderabad,15,15,150000,0,No,86,20929
2021-08-24,2021,August,P103,Headphones,Accessories,S05,Hyderabad,13,13,39000,0,Yes,10,7957
2024-09-05,2024,September,P102,Laptop,Electronics,S04,Bangalore,6,6,240000,20,No,91,24944
2024-04-16,2024,April,P102,Laptop,Electronics,S05,Hyderabad,6,6,255000,15,Yes,34,51241
2022-01-16,2022,January,P104,Smartwatch,Electronics,S01,Chennai,9,9,85500,5,Yes,11,22023
2021-08-25,2021,August,P103,Headphones,Accessories,S03,Coimbatore,6,6,17100,5,Yes,44,4849
2021-09-14,2021,September,P102,Laptop,Electronics,S01,Chennai,12,12,540000,10,No,35,139913
2019-04-25,2019,April,P103,Headphones,Accessories,S02,Madurai,13,13,35100,10,No,27,5181
2024-04-11,2024,April,P104,Smartwatch,Electronics,S04,Bangalore,11,11,99000,10,Yes,42,10340
2023-04-07,2023,April,P102,Laptop,Electronics,S03,Coimbatore,3,3,150000,0,Yes,68,43159
2023-09-26,2023,September,P105,Camera,Electronics,S05,Hyderabad,19,19,427500,10,Yes,50,59034
2024-05-28,2024,May,P105,Camera,Electronics,S01,Chennai,17,17,382500,10,No,99,50092
2021-04-23,2021,April,P101,Mobile,Electronics,S04,Bangalore,4,4,48000,20,No,61,8339
2020-12-02,2020,December,P102,Laptop,Electronics,S05,Hyderabad,6,6,240000,20,No,90,25453
2023-07-13,2023,July,P101,Mobile,Electronics,S03,Coimbatore,1,1,13500,10,No,21,2242
2023-01-27,2023,January,P101,Mobile,Electronics,S05,Hyderabad,12,12,153000,15,Yes,49,32234
2021-12-30,2021,December,P102,Laptop,Electronics,S02,Madurai,6,6,240000,20,Yes,46,41465
2023-04-27,2023,April,P101,Mobile,Electronics,S04,Bangalore,15,15,191250,15,Yes,10,26740
2025-06-22,2025,June,P102,Laptop,Electronics,S03,Coimbatore,9,9,405000,10,No,24,51691
2025-07-07,2025,July,P105,Camera,Electronics,S03,Coimbatore,1,1,22500,10,No,50,4986
2024-08-07,2024,August,P102,Laptop,Electronics,S05,Hyderabad,13,13,617500,5,No,90,169861
2019-05-06,2019,May,P104,Smartwatch,Electronics,S03,Coimbatore,4,4,34000,15,No,89,9412
2024-03-14,2024,March,P103,Headphones,Accessories,S05,Hyderabad,6,6,17100,5,Yes,16,3713
2024-11-07,2024,November,P101,Mobile,Electronics,S02,Madurai,25,25,318750,15,No,89,80718
2019-11-08,2019,November,P103,Headphones,Accessories,S05,Hyderabad,15,15,40500,10,Yes,35,6016
